_id,co_reg_geo,no_reg_geo,ano,variavel,saude_categoria,saude_subcategoria,valor
666,3.0,Sudeste,2010,Profissionais de Saúde,Anestesista,Total,8948.0
667,3.0,Sudeste,2010,Profissionais de Saúde,Assistente Social,Total,10050.0
668,3.0,Sudeste,2010,Profissionais de Saúde,Bioquímico/farmacêutico,Total,11911.0
669,3.0,Sudeste,2010,Profissionais de Saúde,Cirurgião Geral,Total,13647.0
670,3.0,Sudeste,2010,Profissionais de Saúde,Clínico Geral,Total,42151.0
671,3.0,Sudeste,2010,Profissionais de Saúde,Enfermeiro,Total,61811.0
672,3.0,Sudeste,2010,Profissionais de Saúde,Fisioterapeuta,Total,23265.0
673,3.0,Sudeste,2010,Profissionais de Saúde,Fonoaudiólogo,Total,7869.0
674,3.0,Sudeste,2010,Profissionais de Saúde,Gineco Obstetra,Total,9854.0
675,3.0,Sudeste,2010,Profissionais de Saúde,Médico de Família,Total,5908.0
676,3.0,Sudeste,2010,Profissionais de Saúde,Nutricionista,Total,6738.0
677,3.0,Sudeste,2010,Profissionais de Saúde,Odontólogo,Total,49053.0
678,3.0,Sudeste,2010,Profissionais de Saúde,Outras especialidades médicas,Total,56571.0
679,3.0,Sudeste,2010,Profissionais de Saúde,Outras ocupações de nível superior relac à Saúde,Total,14042.0
680,3.0,Sudeste,2010,Profissionais de Saúde,Pediatra,Total,13263.0
681,3.0,Sudeste,2010,Profissionais de Saúde,Psicólogo,Total,18132.0
682,3.0,Sudeste,2010,Profissionais de Saúde,Psiquiatra,Total,3719.0
683,3.0,Sudeste,2010,Profissionais de Saúde,Radiologista,Total,5681.0
684,3.0,Sudeste,2010,Profissionais de Saúde,Sanitarista,Total,347.0
685,3.0,Sudeste,2011,Profissionais de Saúde,Anestesista,Total,0.0
686,3.0,Sudeste,2011,Profissionais de Saúde,Assistente Social,Total,10433.0
687,3.0,Sudeste,2011,Profissionais de Saúde,Bioquímico/farmacêutico,Total,12627.0
688,3.0,Sudeste,2011,Profissionais de Saúde,Cirurgião Geral,Total,4249.0
689,3.0,Sudeste,2011,Profissionais de Saúde,Clínico Geral,Total,42444.0
690,3.0,Sudeste,2011,Profissionais de Saúde,Enfermeiro,Total,67871.0
691,3.0,Sudeste,2011,Profissionais de Saúde,Fisioterapeuta,Total,24983.0
692,3.0,Sudeste,2011,Profissionais de Saúde,Fonoaudiólogo,Total,8370.0
693,3.0,Sudeste,2011,Profissionais de Saúde,Gineco Obstetra,Total,9957.0
694,3.0,Sudeste,2011,Profissionais de Saúde,Médico de Família,Total,5898.0
695,3.0,Sudeste,2011,Profissionais de Saúde,Nutricionista,Total,7401.0
696,3.0,Sudeste,2011,Profissionais de Saúde,Odontólogo,Total,51344.0
697,3.0,Sudeste,2011,Profissionais de Saúde,Outras especialidades médicas,Total,65029.0
698,3.0,Sudeste,2011,Profissionais de Saúde,Outras ocupações de nível superior relac à Saúde,Total,15180.0
699,3.0,Sudeste,2011,Profissionais de Saúde,Pediatra,Total,19389.0
700,3.0,Sudeste,2011,Profissionais de Saúde,Psicólogo,Total,19495.0
701,3.0,Sudeste,2011,Profissionais de Saúde,Psiquiatra,Total,3837.0
702,3.0,Sudeste,2011,Profissionais de Saúde,Radiologista,Total,4631.0
703,3.0,Sudeste,2011,Profissionais de Saúde,Sanitarista,Total,389.0
704,3.0,Sudeste,2012,Profissionais de Saúde,Anestesista,Total,0.0
705,3.0,Sudeste,2012,Profissionais de Saúde,Assistente Social,Total,11028.0
706,3.0,Sudeste,2012,Profissionais de Saúde,Bioquímico/farmacêutico,Total,13786.0
707,3.0,Sudeste,2012,Profissionais de Saúde,Cirurgião Geral,Total,4129.0
708,3.0,Sudeste,2012,Profissionais de Saúde,Clínico Geral,Total,44429.0
709,3.0,Sudeste,2012,Profissionais de Saúde,Enfermeiro,Total,75094.0
710,3.0,Sudeste,2012,Profissionais de Saúde,Fisioterapeuta,Total,26774.0
711,3.0,Sudeste,2012,Profissionais de Saúde,Fonoaudiólogo,Total,8755.0
712,3.0,Sudeste,2012,Profissionais de Saúde,Gineco Obstetra,Total,10039.0
713,3.0,Sudeste,2012,Profissionais de Saúde,Médico de Família,Total,6217.0
714,3.0,Sudeste,2012,Profissionais de Saúde,Nutricionista,Total,8113.0
715,3.0,Sudeste,2012,Profissionais de Saúde,Odontólogo,Total,53168.0
716,3.0,Sudeste,2012,Profissionais de Saúde,Outras especialidades médicas,Total,68666.0
717,3.0,Sudeste,2012,Profissionais de Saúde,Outras ocupações de nível superior relac à Saúde,Total,16212.0
718,3.0,Sudeste,2012,Profissionais de Saúde,Pediatra,Total,19567.0
719,3.0,Sudeste,2012,Profissionais de Saúde,Psicólogo,Total,21331.0
720,3.0,Sudeste,2012,Profissionais de Saúde,Psiquiatra,Total,3939.0
721,3.0,Sudeste,2012,Profissionais de Saúde,Radiologista,Total,4800.0
722,3.0,Sudeste,2012,Profissionais de Saúde,Sanitarista,Total,376.0
723,3.0,Sudeste,2013,Profissionais de Saúde,Anestesista,Total,0.0
724,3.0,Sudeste,2013,Profissionais de Saúde,Assistente Social,Total,11789.0
725,3.0,Sudeste,2013,Profissionais de Saúde,Bioquímico/farmacêutico,Total,9511.0
726,3.0,Sudeste,2013,Profissionais de Saúde,Cirurgião Geral,Total,4260.0
727,3.0,Sudeste,2013,Profissionais de Saúde,Clínico Geral,Total,46592.0
728,3.0,Sudeste,2013,Profissionais de Saúde,Enfermeiro,Total,82838.0
729,3.0,Sudeste,2013,Profissionais de Saúde,Fisioterapeuta,Total,28979.0
730,3.0,Sudeste,2013,Profissionais de Saúde,Fonoaudiólogo,Total,9288.0
731,3.0,Sudeste,2013,Profissionais de Saúde,Gineco Obstetra,Total,10156.0
732,3.0,Sudeste,2013,Profissionais de Saúde,Médico de Família,Total,7129.0
733,3.0,Sudeste,2013,Profissionais de Saúde,Nutricionista,Total,9067.0
734,3.0,Sudeste,2013,Profissionais de Saúde,Odontólogo,Total,55067.0
735,3.0,Sudeste,2013,Profissionais de Saúde,Outras especialidades médicas,Total,72389.0
736,3.0,Sudeste,2013,Profissionais de Saúde,Outras ocupações de nível superior relac à Saúde,Total,16987.0
737,3.0,Sudeste,2013,Profissionais de Saúde,Pediatra,Total,19868.0
738,3.0,Sudeste,2013,Profissionais de Saúde,Psicólogo,Total,23282.0
739,3.0,Sudeste,2013,Profissionais de Saúde,Psiquiatra,Total,4070.0
740,3.0,Sudeste,2013,Profissionais de Saúde,Radiologista,Total,5036.0
741,3.0,Sudeste,2013,Profissionais de Saúde,Sanitarista,Total,345.0
742,3.0,Sudeste,2014,Profissionais de Saúde,Anestesista,Total,0.0
743,3.0,Sudeste,2014,Profissionais de Saúde,Assistente Social,Total,12470.0
744,3.0,Sudeste,2014,Profissionais de Saúde,Bioquímico/farmacêutico,Total,10681.0
745,3.0,Sudeste,2014,Profissionais de Saúde,Cirurgião Geral,Total,4455.0
746,3.0,Sudeste,2014,Profissionais de Saúde,Clínico Geral,Total,48505.0
747,3.0,Sudeste,2014,Profissionais de Saúde,Enfermeiro,Total,92952.0
748,3.0,Sudeste,2014,Profissionais de Saúde,Fisioterapeuta,Total,31270.0
749,3.0,Sudeste,2014,Profissionais de Saúde,Fonoaudiólogo,Total,9758.0
750,3.0,Sudeste,2014,Profissionais de Saúde,Gineco Obstetra,Total,10436.0
751,3.0,Sudeste,2014,Profissionais de Saúde,Médico de Família,Total,9621.0
752,3.0,Sudeste,2014,Profissionais de Saúde,Nutricionista,Total,9969.0
753,3.0,Sudeste,2014,Profissionais de Saúde,Odontólogo,Total,57127.0
754,3.0,Sudeste,2014,Profissionais de Saúde,Outras especialidades médicas,Total,75968.0
755,3.0,Sudeste,2014,Profissionais de Saúde,Outras ocupações de nível superior relac à Saúde,Total,17887.0
756,3.0,Sudeste,2014,Profissionais de Saúde,Pediatra,Total,20318.0
757,3.0,Sudeste,2014,Profissionais de Saúde,Psicólogo,Total,25242.0
758,3.0,Sudeste,2014,Profissionais de Saúde,Psiquiatra,Total,4210.0
759,3.0,Sudeste,2014,Profissionais de Saúde,Radiologista,Total,5303.0
760,3.0,Sudeste,2014,Profissionais de Saúde,Sanitarista,Total,340.0
761,3.0,Sudeste,2015,Profissionais de Saúde,Anestesista,Total,0.0
762,3.0,Sudeste,2015,Profissionais de Saúde,Assistente Social,Total,12561.0
763,3.0,Sudeste,2015,Profissionais de Saúde,Bioquímico/farmacêutico,Total,11501.0
764,3.0,Sudeste,2015,Profissionais de Saúde,Cirurgião Geral,Total,4576.0
765,3.0,Sudeste,2015,Profissionais de Saúde,Clínico Geral,Total,48538.0
766,3.0,Sudeste,2015,Profissionais de Saúde,Enfermeiro,Total,98984.0
767,3.0,Sudeste,2015,Profissionais de Saúde,Fisioterapeuta,Total,32355.0
768,3.0,Sudeste,2015,Profissionais de Saúde,Fonoaudiólogo,Total,9867.0
769,3.0,Sudeste,2015,Profissionais de Saúde,Gineco Obstetra,Total,10754.0
770,3.0,Sudeste,2015,Profissionais de Saúde,Médico de Família,Total,10054.0
771,3.0,Sudeste,2015,Profissionais de Saúde,Nutricionista,Total,10508.0
772,3.0,Sudeste,2015,Profissionais de Saúde,Odontólogo,Total,58231.0
773,3.0,Sudeste,2015,Profissionais de Saúde,Outras especialidades médicas,Total,77389.0
774,3.0,Sudeste,2015,Profissionais de Saúde,Outras ocupações de nível superior relac à Saúde,Total,18318.0
775,3.0,Sudeste,2015,Profissionais de Saúde,Pediatra,Total,20435.0
776,3.0,Sudeste,2015,Profissionais de Saúde,Psicólogo,Total,26475.0
777,3.0,Sudeste,2015,Profissionais de Saúde,Psiquiatra,Total,4185.0
778,3.0,Sudeste,2015,Profissionais de Saúde,Radiologista,Total,5495.0
779,3.0,Sudeste,2015,Profissionais de Saúde,Sanitarista,Total,305.0
780,3.0,Sudeste,2016,Profissionais de Saúde,Anestesista,Total,0.0
781,3.0,Sudeste,2016,Profissionais de Saúde,Assistente Social,Total,12740.0
782,3.0,Sudeste,2016,Profissionais de Saúde,Bioquímico/farmacêutico,Total,12375.0
783,3.0,Sudeste,2016,Profissionais de Saúde,Cirurgião Geral,Total,4632.0
784,3.0,Sudeste,2016,Profissionais de Saúde,Clínico Geral,Total,50740.0
785,3.0,Sudeste,2016,Profissionais de Saúde,Enfermeiro,Total,104086.0
786,3.0,Sudeste,2016,Profissionais de Saúde,Fisioterapeuta,Total,33578.0
787,3.0,Sudeste,2016,Profissionais de Saúde,Fonoaudiólogo,Total,10184.0
788,3.0,Sudeste,2016,Profissionais de Saúde,Gineco Obstetra,Total,11013.0
789,3.0,Sudeste,2016,Profissionais de Saúde,Médico de Família,Total,10540.0
790,3.0,Sudeste,2016,Profissionais de Saúde,Nutricionista,Total,11090.0
791,3.0,Sudeste,2016,Profissionais de Saúde,Odontólogo,Total,59967.0
792,3.0,Sudeste,2016,Profissionais de Saúde,Outras especialidades médicas,Total,81236.0
793,3.0,Sudeste,2016,Profissionais de Saúde,Outras ocupações de nível superior relac à Saúde,Total,18878.0
794,3.0,Sudeste,2016,Profissionais de Saúde,Pediatra,Total,20916.0
795,3.0,Sudeste,2016,Profissionais de Saúde,Psicólogo,Total,28084.0
796,3.0,Sudeste,2016,Profissionais de Saúde,Psiquiatra,Total,4292.0
797,3.0,Sudeste,2016,Profissionais de Saúde,Radiologista,Total,5659.0
798,3.0,Sudeste,2016,Profissionais de Saúde,Sanitarista,Total,290.0
799,3.0,Sudeste,2017,Profissionais de Saúde,Anestesista,Total,0.0
800,3.0,Sudeste,2017,Profissionais de Saúde,Assistente Social,Total,12956.0
801,3.0,Sudeste,2017,Profissionais de Saúde,Bioquímico/farmacêutico,Total,13479.0
802,3.0,Sudeste,2017,Profissionais de Saúde,Cirurgião Geral,Total,4797.0
803,3.0,Sudeste,2017,Profissionais de Saúde,Clínico Geral,Total,52812.0
804,3.0,Sudeste,2017,Profissionais de Saúde,Enfermeiro,Total,109154.0
805,3.0,Sudeste,2017,Profissionais de Saúde,Fisioterapeuta,Total,35338.0
806,3.0,Sudeste,2017,Profissionais de Saúde,Fonoaudiólogo,Total,10696.0
807,3.0,Sudeste,2017,Profissionais de Saúde,Gineco Obstetra,Total,11461.0
808,3.0,Sudeste,2017,Profissionais de Saúde,Médico de Família,Total,10973.0
809,3.0,Sudeste,2017,Profissionais de Saúde,Nutricionista,Total,11781.0
810,3.0,Sudeste,2017,Profissionais de Saúde,Odontólogo,Total,62374.0
811,3.0,Sudeste,2017,Profissionais de Saúde,Outras especialidades médicas,Total,84972.0
812,3.0,Sudeste,2017,Profissionais de Saúde,Outras ocupações de nível superior relac à Saúde,Total,19882.0
813,3.0,Sudeste,2017,Profissionais de Saúde,Pediatra,Total,21575.0
814,3.0,Sudeste,2017,Profissionais de Saúde,Psicólogo,Total,30211.0
815,3.0,Sudeste,2017,Profissionais de Saúde,Psiquiatra,Total,4536.0
816,3.0,Sudeste,2017,Profissionais de Saúde,Radiologista,Total,5945.0
817,3.0,Sudeste,2017,Profissionais de Saúde,Sanitarista,Total,274.0
818,3.0,Sudeste,2018,Profissionais de Saúde,Anestesista,Total,0.0
819,3.0,Sudeste,2018,Profissionais de Saúde,Assistente Social,Total,13519.0
820,3.0,Sudeste,2018,Profissionais de Saúde,Bioquímico/farmacêutico,Total,15369.0
821,3.0,Sudeste,2018,Profissionais de Saúde,Cirurgião Geral,Total,4891.0
822,3.0,Sudeste,2018,Profissionais de Saúde,Clínico Geral,Total,54577.0
823,3.0,Sudeste,2018,Profissionais de Saúde,Enfermeiro,Total,115825.0
824,3.0,Sudeste,2018,Profissionais de Saúde,Fisioterapeuta,Total,37630.0
825,3.0,Sudeste,2018,Profissionais de Saúde,Fonoaudiólogo,Total,11273.0
826,3.0,Sudeste,2018,Profissionais de Saúde,Gineco Obstetra,Total,12002.0
827,3.0,Sudeste,2018,Profissionais de Saúde,Médico de Família,Total,10182.0
828,3.0,Sudeste,2018,Profissionais de Saúde,Nutricionista,Total,12700.0
829,3.0,Sudeste,2018,Profissionais de Saúde,Odontólogo,Total,64635.0
830,3.0,Sudeste,2018,Profissionais de Saúde,Outras especialidades médicas,Total,88088.0
831,3.0,Sudeste,2018,Profissionais de Saúde,Outras ocupações de nível superior relac à Saúde,Total,20844.0
832,3.0,Sudeste,2018,Profissionais de Saúde,Pediatra,Total,22335.0
833,3.0,Sudeste,2018,Profissionais de Saúde,Psicólogo,Total,32371.0
834,3.0,Sudeste,2018,Profissionais de Saúde,Psiquiatra,Total,4747.0
835,3.0,Sudeste,2018,Profissionais de Saúde,Radiologista,Total,6357.0
836,3.0,Sudeste,2018,Profissionais de Saúde,Sanitarista,Total,252.0
837,3.0,Sudeste,2019,Profissionais de Saúde,Anestesista,Total,0.0
838,3.0,Sudeste,2019,Profissionais de Saúde,Assistente Social,Total,13876.0
839,3.0,Sudeste,2019,Profissionais de Saúde,Bioquímico/farmacêutico,Total,17130.0
840,3.0,Sudeste,2019,Profissionais de Saúde,Cirurgião Geral,Total,5022.0
841,3.0,Sudeste,2019,Profissionais de Saúde,Clínico Geral,Total,57211.0
842,3.0,Sudeste,2019,Profissionais de Saúde,Enfermeiro,Total,122130.0
843,3.0,Sudeste,2019,Profissionais de Saúde,Fisioterapeuta,Total,39710.0
844,3.0,Sudeste,2019,Profissionais de Saúde,Fonoaudiólogo,Total,11778.0
845,3.0,Sudeste,2019,Profissionais de Saúde,Gineco Obstetra,Total,12376.0
846,3.0,Sudeste,2019,Profissionais de Saúde,Médico de Família,Total,9593.0
847,3.0,Sudeste,2019,Profissionais de Saúde,Nutricionista,Total,13540.0
848,3.0,Sudeste,2019,Profissionais de Saúde,Odontólogo,Total,66808.0
849,3.0,Sudeste,2019,Profissionais de Saúde,Outras especialidades médicas,Total,91541.0
850,3.0,Sudeste,2019,Profissionais de Saúde,Outras ocupações de nível superior relac à Saúde,Total,21824.0
851,3.0,Sudeste,2019,Profissionais de Saúde,Pediatra,Total,22823.0
852,3.0,Sudeste,2019,Profissionais de Saúde,Psicólogo,Total,34829.0
853,3.0,Sudeste,2019,Profissionais de Saúde,Psiquiatra,Total,5001.0
854,3.0,Sudeste,2019,Profissionais de Saúde,Radiologista,Total,6756.0
855,3.0,Sudeste,2019,Profissionais de Saúde,Sanitarista,Total,237.0
856,3.0,Sudeste,2020,Profissionais de Saúde,Anestesista,Total,0.0
857,3.0,Sudeste,2020,Profissionais de Saúde,Assistente Social,Total,14481.0
858,3.0,Sudeste,2020,Profissionais de Saúde,Bioquímico/farmacêutico,Total,18975.0
859,3.0,Sudeste,2020,Profissionais de Saúde,Cirurgião Geral,Total,5006.0
860,3.0,Sudeste,2020,Profissionais de Saúde,Clínico Geral,Total,64903.0
861,3.0,Sudeste,2020,Profissionais de Saúde,Enfermeiro,Total,136097.0
862,3.0,Sudeste,2020,Profissionais de Saúde,Fisioterapeuta,Total,41405.0
863,3.0,Sudeste,2020,Profissionais de Saúde,Fonoaudiólogo,Total,11593.0
864,3.0,Sudeste,2020,Profissionais de Saúde,Gineco Obstetra,Total,12203.0
865,3.0,Sudeste,2020,Profissionais de Saúde,Médico de Família,Total,10117.0
866,3.0,Sudeste,2020,Profissionais de Saúde,Nutricionista,Total,14129.0
867,3.0,Sudeste,2020,Profissionais de Saúde,Odontólogo,Total,59364.0
868,3.0,Sudeste,2020,Profissionais de Saúde,Outras especialidades médicas,Total,90290.0
869,3.0,Sudeste,2020,Profissionais de Saúde,Outras ocupações de nível superior relac à Saúde,Total,22821.0
870,3.0,Sudeste,2020,Profissionais de Saúde,Pediatra,Total,22944.0
871,3.0,Sudeste,2020,Profissionais de Saúde,Psicólogo,Total,33851.0
872,3.0,Sudeste,2020,Profissionais de Saúde,Psiquiatra,Total,4957.0
873,3.0,Sudeste,2020,Profissionais de Saúde,Radiologista,Total,6582.0
874,3.0,Sudeste,2020,Profissionais de Saúde,Sanitarista,Total,217.0
875,3.0,Sudeste,2021,Profissionais de Saúde,Anestesista,Total,0.0
876,3.0,Sudeste,2021,Profissionais de Saúde,Assistente Social,Total,15218.0
877,3.0,Sudeste,2021,Profissionais de Saúde,Bioquímico/farmacêutico,Total,22680.0
878,3.0,Sudeste,2021,Profissionais de Saúde,Cirurgião Geral,Total,5000.0
879,3.0,Sudeste,2021,Profissionais de Saúde,Clínico Geral,Total,71451.0
880,3.0,Sudeste,2021,Profissionais de Saúde,Enfermeiro,Total,148743.0
881,3.0,Sudeste,2021,Profissionais de Saúde,Fisioterapeuta,Total,46509.0
882,3.0,Sudeste,2021,Profissionais de Saúde,Fonoaudiólogo,Total,12254.0
883,3.0,Sudeste,2021,Profissionais de Saúde,Gineco Obstetra,Total,12547.0
884,3.0,Sudeste,2021,Profissionais de Saúde,Médico de Família,Total,9963.0
885,3.0,Sudeste,2021,Profissionais de Saúde,Nutricionista,Total,15761.0
886,3.0,Sudeste,2021,Profissionais de Saúde,Odontólogo,Total,64180.0
887,3.0,Sudeste,2021,Profissionais de Saúde,Outras especialidades médicas,Total,94727.0
888,3.0,Sudeste,2021,Profissionais de Saúde,Outras ocupações de nível superior relac à Saúde,Total,25160.0
889,3.0,Sudeste,2021,Profissionais de Saúde,Pediatra,Total,23204.0
890,3.0,Sudeste,2021,Profissionais de Saúde,Psicólogo,Total,37870.0
891,3.0,Sudeste,2021,Profissionais de Saúde,Psiquiatra,Total,5215.0
892,3.0,Sudeste,2021,Profissionais de Saúde,Radiologista,Total,6890.0
893,3.0,Sudeste,2021,Profissionais de Saúde,Sanitarista,Total,221.0
894,3.0,Sudeste,2022,Profissionais de Saúde,Anestesista,Total,0.0
895,3.0,Sudeste,2022,Profissionais de Saúde,Assistente Social,Total,15864.0
896,3.0,Sudeste,2022,Profissionais de Saúde,Bioquímico/farmacêutico,Total,24629.0
897,3.0,Sudeste,2022,Profissionais de Saúde,Cirurgião Geral,Total,5210.0
898,3.0,Sudeste,2022,Profissionais de Saúde,Clínico Geral,Total,76101.0
899,3.0,Sudeste,2022,Profissionais de Saúde,Enfermeiro,Total,154346.0
900,3.0,Sudeste,2022,Profissionais de Saúde,Fisioterapeuta,Total,49054.0
901,3.0,Sudeste,2022,Profissionais de Saúde,Fonoaudiólogo,Total,12782.0
902,3.0,Sudeste,2022,Profissionais de Saúde,Gineco Obstetra,Total,13055.0
903,3.0,Sudeste,2022,Profissionais de Saúde,Médico de Família,Total,10589.0
904,3.0,Sudeste,2022,Profissionais de Saúde,Nutricionista,Total,16941.0
905,3.0,Sudeste,2022,Profissionais de Saúde,Odontólogo,Total,68014.0
906,3.0,Sudeste,2022,Profissionais de Saúde,Outras especialidades médicas,Total,98077.0
907,3.0,Sudeste,2022,Profissionais de Saúde,Outras ocupações de nível superior relac à Saúde,Total,26247.0
908,3.0,Sudeste,2022,Profissionais de Saúde,Pediatra,Total,24837.0
909,3.0,Sudeste,2022,Profissionais de Saúde,Psicólogo,Total,41688.0
910,3.0,Sudeste,2022,Profissionais de Saúde,Psiquiatra,Total,5492.0
911,3.0,Sudeste,2022,Profissionais de Saúde,Radiologista,Total,7177.0
912,3.0,Sudeste,2022,Profissionais de Saúde,Sanitarista,Total,216.0
913,4.0,Sul,2007,Profissionais de Saúde,Anestesista,Total,1829.0
914,4.0,Sul,2007,Profissionais de Saúde,Assistente Social,Total,2255.0
915,4.0,Sul,2007,Profissionais de Saúde,Bioquímico/farmacêutico,Total,5551.0
916,4.0,Sul,2007,Profissionais de Saúde,Cirurgião Geral,Total,2641.0
917,4.0,Sul,2007,Profissionais de Saúde,Clínico Geral,Total,11633.0
918,4.0,Sul,2007,Profissionais de Saúde,Enfermeiro,Total,14368.0
919,4.0,Sul,2007,Profissionais de Saúde,Fisioterapeuta,Total,5383.0
920,4.0,Sul,2007,Profissionais de Saúde,Fonoaudiólogo,Total,1646.0
921,4.0,Sul,2007,Profissionais de Saúde,Gineco Obstetra,Total,2713.0
922,4.0,Sul,2007,Profissionais de Saúde,Médico de Família,Total,2312.0
923,4.0,Sul,2007,Profissionais de Saúde,Nutricionista,Total,1434.0
924,4.0,Sul,2007,Profissionais de Saúde,Odontólogo,Total,14352.0
925,4.0,Sul,2007,Profissionais de Saúde,Outras especialidades médicas,Total,11964.0
926,4.0,Sul,2007,Profissionais de Saúde,Outras ocupações de nível superior relac à Saúde,Total,2090.0
927,4.0,Sul,2007,Profissionais de Saúde,Pediatra,Total,2464.0
928,4.0,Sul,2007,Profissionais de Saúde,Psicólogo,Total,4230.0
929,4.0,Sul,2007,Profissionais de Saúde,Psiquiatra,Total,982.0
930,4.0,Sul,2007,Profissionais de Saúde,Radiologista,Total,1286.0
931,4.0,Sul,2007,Profissionais de Saúde,Sanitarista,Total,132.0
932,4.0,Sul,2008,Profissionais de Saúde,Anestesista,Total,2346.0
933,4.0,Sul,2008,Profissionais de Saúde,Assistente Social,Total,2486.0
934,4.0,Sul,2008,Profissionais de Saúde,Bioquímico/farmacêutico,Total,6095.0
935,4.0,Sul,2008,Profissionais de Saúde,Cirurgião Geral,Total,3959.0
936,4.0,Sul,2008,Profissionais de Saúde,Clínico Geral,Total,14186.0
937,4.0,Sul,2008,Profissionais de Saúde,Enfermeiro,Total,16158.0
938,4.0,Sul,2008,Profissionais de Saúde,Fisioterapeuta,Total,6418.0
939,4.0,Sul,2008,Profissionais de Saúde,Fonoaudiólogo,Total,1943.0
940,4.0,Sul,2008,Profissionais de Saúde,Gineco Obstetra,Total,2178.0
941,4.0,Sul,2008,Profissionais de Saúde,Médico de Família,Total,2127.0
942,4.0,Sul,2008,Profissionais de Saúde,Nutricionista,Total,1870.0
943,4.0,Sul,2008,Profissionais de Saúde,Odontólogo,Total,15658.0
944,4.0,Sul,2008,Profissionais de Saúde,Outras especialidades médicas,Total,11366.0
945,4.0,Sul,2008,Profissionais de Saúde,Outras ocupações de nível superior relac à Saúde,Total,2919.0
946,4.0,Sul,2008,Profissionais de Saúde,Pediatra,Total,2345.0
947,4.0,Sul,2008,Profissionais de Saúde,Psicólogo,Total,5072.0
948,4.0,Sul,2008,Profissionais de Saúde,Psiquiatra,Total,1037.0
949,4.0,Sul,2008,Profissionais de Saúde,Radiologista,Total,1277.0
950,4.0,Sul,2008,Profissionais de Saúde,Sanitarista,Total,84.0
951,4.0,Sul,2009,Profissionais de Saúde,Anestesista,Total,2708.0
952,4.0,Sul,2009,Profissionais de Saúde,Assistente Social,Total,2695.0
953,4.0,Sul,2009,Profissionais de Saúde,Bioquímico/farmacêutico,Total,6412.0
954,4.0,Sul,2009,Profissionais de Saúde,Cirurgião Geral,Total,4681.0
955,4.0,Sul,2009,Profissionais de Saúde,Clínico Geral,Total,15050.0
956,4.0,Sul,2009,Profissionais de Saúde,Enfermeiro,Total,17404.0
957,4.0,Sul,2009,Profissionais de Saúde,Fisioterapeuta,Total,7215.0
958,4.0,Sul,2009,Profissionais de Saúde,Fonoaudiólogo,Total,2133.0
959,4.0,Sul,2009,Profissionais de Saúde,Gineco Obstetra,Total,2029.0
960,4.0,Sul,2009,Profissionais de Saúde,Médico de Família,Total,2167.0
961,4.0,Sul,2009,Profissionais de Saúde,Nutricionista,Total,2172.0
962,4.0,Sul,2009,Profissionais de Saúde,Odontólogo,Total,16894.0
963,4.0,Sul,2009,Profissionais de Saúde,Outras especialidades médicas,Total,11610.0
964,4.0,Sul,2009,Profissionais de Saúde,Outras ocupações de nível superior relac à Saúde,Total,3608.0
965,4.0,Sul,2009,Profissionais de Saúde,Pediatra,Total,2338.0
966,4.0,Sul,2009,Profissionais de Saúde,Psicólogo,Total,5796.0
967,4.0,Sul,2009,Profissionais de Saúde,Psiquiatra,Total,1069.0
968,4.0,Sul,2009,Profissionais de Saúde,Radiologista,Total,1332.0
969,4.0,Sul,2009,Profissionais de Saúde,Sanitarista,Total,73.0
970,4.0,Sul,2010,Profissionais de Saúde,Anestesista,Total,2893.0
971,4.0,Sul,2010,Profissionais de Saúde,Assistente Social,Total,2923.0
972,4.0,Sul,2010,Profissionais de Saúde,Bioquímico/farmacêutico,Total,6849.0
973,4.0,Sul,2010,Profissionais de Saúde,Cirurgião Geral,Total,5005.0
974,4.0,Sul,2010,Profissionais de Saúde,Clínico Geral,Total,15722.0
975,4.0,Sul,2010,Profissionais de Saúde,Enfermeiro,Total,18897.0
976,4.0,Sul,2010,Profissionais de Saúde,Fisioterapeuta,Total,7846.0
977,4.0,Sul,2010,Profissionais de Saúde,Fonoaudiólogo,Total,2278.0
978,4.0,Sul,2010,Profissionais de Saúde,Gineco Obstetra,Total,2004.0
979,4.0,Sul,2010,Profissionais de Saúde,Médico de Família,Total,2239.0
980,4.0,Sul,2010,Profissionais de Saúde,Nutricionista,Total,2478.0
981,4.0,Sul,2010,Profissionais de Saúde,Odontólogo,Total,17785.0
982,4.0,Sul,2010,Profissionais de Saúde,Outras especialidades médicas,Total,12091.0
983,4.0,Sul,2010,Profissionais de Saúde,Outras ocupações de nível superior relac à Saúde,Total,3795.0
984,4.0,Sul,2010,Profissionais de Saúde,Pediatra,Total,2433.0
985,4.0,Sul,2010,Profissionais de Saúde,Psicólogo,Total,6401.0
986,4.0,Sul,2010,Profissionais de Saúde,Psiquiatra,Total,1090.0
987,4.0,Sul,2010,Profissionais de Saúde,Radiologista,Total,1430.0
988,4.0,Sul,2010,Profissionais de Saúde,Sanitarista,Total,72.0
989,4.0,Sul,2011,Profissionais de Saúde,Anestesista,Total,0.0
990,4.0,Sul,2011,Profissionais de Saúde,Assistente Social,Total,3082.0
991,4.0,Sul,2011,Profissionais de Saúde,Bioquímico/farmacêutico,Total,7096.0
992,4.0,Sul,2011,Profissionais de Saúde,Cirurgião Geral,Total,791.0
993,4.0,Sul,2011,Profissionais de Saúde,Clínico Geral,Total,16396.0
994,4.0,Sul,2011,Profissionais de Saúde,Enfermeiro,Total,20515.0
